survey_id,response_id,customer_id,source_version,updated_at,answered_at,created_at,metric,score,journey_stage,feedback,event_id,payload_hash,quality_status
survey-demo,B0015,customer-0007,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,renewal,Comentário inteiramente sintético.,event-B0015-v1,dbefa12b27d2feec89dcf37388003a27fdd23a23e6d01c400d6034de21eb94ad,ok
survey-demo,B0016,customer-0008,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,onboarding,Comentário inteiramente sintético.,event-B0016-v2,065eadabe3f7d3c308bbb88adce887725513b1a616c470a20e5eb19d5c1d70fe,ok
survey-demo,B0017,customer-0008,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,service,Comentário inteiramente sintético.,event-B0017-v1,4e41c4ef05a13a643cc225f642115be51769a7b14db8f96b0231c424faefbd21,ok
survey-demo,B0018,customer-0009,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0018-v1,90573bd5100ea9341416cae9728bad6fd9dc3e8905dd3d314aa0720881e96213,ok
survey-demo,B0019,customer-0009,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0019-v1,e35a456efb858252be5cba2ad5dca62e2c0b231b0931675594f9a759281cfdae,ok
survey-demo,B0020,customer-0010,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,onboarding,Comentário inteiramente sintético.,event-B0020-v1,d143f77ca45012827bcfd67828098ff486e27c17bc9bb021a4b549252dff6504,ok
survey-demo,B0021,customer-0010,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,service,Comentário inteiramente sintético.,event-B0021-v1,eedbc4ff7becc43c2fd272d2945637e82e5555204a6facc53ad7c473d0102411,ok
survey-demo,B0022,customer-0011,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,support,Comentário inteiramente sintético.,event-B0022-v1,597cfccf0f0a4a98701c4bf43443b6c11fc4894bc12c671958e141cd50450f23,ok
survey-demo,B0023,customer-0011,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,renewal,Comentário inteiramente sintético.,event-B0023-v1,bd3b2dc1d98aa395a65a77959d98a9ba394a2a2ff94cd33c18ab2bf70f1bcc5e,ok
survey-demo,B0024,customer-0012,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,onboarding,Comentário inteiramente sintético.,event-B0024-v2,f2fc95b0d3975a5029542213a9a1f62865b29086d5de29ddf76888dc66b30ba0,ok
survey-demo,B0025,customer-0012,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,service,Comentário inteiramente sintético.,event-B0025-v1,0b9fc4cac635f58d6f6598cdbe02eabfcf4e3daf64ca8782b60de4fb7b149d9c,ok
survey-demo,B0026,customer-0013,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,support,Comentário inteiramente sintético.,event-B0026-v1,b069077f38b70f34c0c894ec8fe63abf8a206aced0f59da993757b731c9ae74b,ok
survey-demo,B0027,customer-0013,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,renewal,Comentário inteiramente sintético.,event-B0027-v1,145205ad74d97d895481814b7043a82cebfdf94beefa7295afb8521aef75ae65,ok
survey-demo,B0028,customer-0014,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,onboarding,Comentário inteiramente sintético.,event-B0028-v1,70bcd307dedaefa8754d9f84d01b81cdd0888f37cf05908349353060899e3fb6,ok
survey-demo,B0029,customer-0014,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0029-v1,a9b2e2be9339723280c98328859c922a942adc1663b3f706aed49dc3845588ac,ok
survey-demo,B0030,customer-0015,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0030-v1,1945b3db12017e8f49513ff8a91dcf8f75217b54d05d0b296bd5162376c117a5,ok
survey-demo,B0031,customer-0015,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,renewal,Comentário inteiramente sintético.,event-B0031-v1,f19c7f3bb35d29587d70a06a4e5ca18d8835c51e228a2a8f65df7e1689c7e0cc,ok
survey-demo,B0032,customer-0016,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,onboarding,Comentário inteiramente sintético.,event-B0032-v2,89cabcd0a9a0545fcb98ed9dc2126d4d2a416cf60c45c0f1d1e1b42b3aa5f71b,ok
survey-demo,B0033,customer-0016,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0033-v1,e994499910d40e5a25f4f05f1bfabd984801ae7f7be5f3d668af33557652384b,ok
survey-demo,B0034,customer-0017,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0034-v1,4bce866316b66448f85307ffde092d0be62427245c4cbbb6581dda6bb849662c,ok
survey-demo,B0035,customer-0017,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0035-v1,a9fb942d1f9dee034df448869ce916bd8fb1ac18d11a0271a8b98d985f296ae5,ok
survey-demo,B0036,customer-0018,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,onboarding,Comentário inteiramente sintético.,event-B0036-v1,60e71e408ff1ebc2fae5d0a7a7d5e8611bc2a60c0508d29acfc88708f4d59abf,ok
survey-demo,B0037,customer-0018,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,service,Comentário inteiramente sintético.,event-B0037-v1,35aa79f4a27bd6e176cdbe3bbb8ffc720aaf70d788803e4da5dab84ba500b5cc,ok
survey-demo,B0038,customer-0019,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,support,Comentário inteiramente sintético.,event-B0038-v1,0acbcab055bb7531f654a766a5f116a56bdba4da74be2bdaa21733dd56d4fde1,ok
survey-demo,B0039,customer-0019,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,renewal,Comentário inteiramente sintético.,event-B0039-v1,6818007cedaf055faf5a6b0ee418c31e14732231833cec032588aa896a20ed64,ok
survey-demo,B0040,customer-0020,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,onboarding,Comentário inteiramente sintético.,event-B0040-v2,4a3e6446217291d3723a9fa1156afe51db21417f922c229277272e7e2ae46174,ok
survey-demo,B0041,customer-0020,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,service,Comentário inteiramente sintético.,event-B0041-v1,3631a26bf695e8f4c8fe44ff17a35347ef375f1ae44cc8f8ee6ae98de9aa9247,ok
survey-demo,B0042,customer-0021,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,support,Comentário inteiramente sintético.,event-B0042-v1,3d6267e8598f25f0bc683f6c6a46045745f6029ede66dd5ca91c7378c2f6b576,ok
survey-demo,B0043,customer-0021,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,renewal,Comentário inteiramente sintético.,event-B0043-v1,1db2dae7a6fe498490d1b5e6b785afcffec5beea3586e3173d0ea4d17d2827de,ok
survey-demo,B0044,customer-0022,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,onboarding,Comentário inteiramente sintético.,event-B0044-v1,0cfddd4e214b9c46094722b827faaf8bd6768e69a93d5a099463960e083cb3a1,ok
survey-demo,B0045,customer-0022,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0045-v1,7381fb630d1e7c702367a9c835565e17fb95f94a4681ff4a0d9759c3ce9f62eb,ok
survey-demo,B0046,customer-0023,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0046-v1,0653324d3f2e0144adea57d80498724cc048973a3613a15b75da9161f4fa7e5a,ok
survey-demo,B0047,customer-0023,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,renewal,Comentário inteiramente sintético.,event-B0047-v1,6728a7e5c610ec9b34f9d9f7a63323993e2600af03ed6ea3cfae676d13e59591,ok
survey-demo,B0048,customer-0024,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,onboarding,Comentário inteiramente sintético.,event-B0048-v2,29c49c16b45d720937ee0fa6a582db759f9422027b1b32239d8c0a2d45a04ffa,ok
survey-demo,B0049,customer-0024,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,service,Comentário inteiramente sintético.,event-B0049-v1,a49fc26d0222769d10e2b21ca756344036800e251f6cb8a046c38363654bd46a,ok
survey-demo,B0050,customer-0025,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,support,Comentário inteiramente sintético.,event-B0050-v1,2a559fabdcd0feb726370a9d20e862a56bdbf831ca0e861acad29d8b9923771e,ok
survey-demo,B0051,customer-0025,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,renewal,Comentário inteiramente sintético.,event-B0051-v1,a0c367659934b8b5187afb9084944293a0008af5fc310b06a2b3cec0414ae879,ok
survey-demo,B0052,customer-0026,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,onboarding,Comentário inteiramente sintético.,event-B0052-v1,b4b27c912da9d835b9e8441319b6747d7c052cbb6f5792eb251e1a443e9cc063,ok
survey-demo,B0053,customer-0026,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0053-v1,0042cd91e8d0215bbba9552b78ca48d35e14d007a09d93f1c219409dbc7c3be7,ok
survey-demo,B0054,customer-0027,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0054-v1,6cf1d7582dccec7728de8b228e90b3680ceb64b5d0047b6623b5eb2c6cc64d32,ok
survey-demo,B0055,customer-0027,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,renewal,Comentário inteiramente sintético.,event-B0055-v1,1c55ce260a2ddc8d60450bf2534376561b9852e19eb43bbc50e9ba99ec2a555b,ok
survey-demo,B0056,customer-0028,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,onboarding,Comentário inteiramente sintético.,event-B0056-v2,16084038f5704de201e4ab7b1ab8090a76e9bdcc40c59c6f7067466eaf1ecda7,ok
survey-demo,B0057,customer-0028,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,service,Comentário inteiramente sintético.,event-B0057-v1,5731575881d66e9fe37adfffdd04a0bdaa76e10e65debae9c4fbd85101653d7a,ok
survey-demo,B0058,customer-0029,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,support,Comentário inteiramente sintético.,event-B0058-v1,5330dab08cb23732bf109cd857590ad6cc096859c668244418a03dc7acdcf533,ok
survey-demo,B0059,customer-0029,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0059-v1,5357a72d4ae65c6b92b3acaf893f13d8f41ec0e975754ad42f33e5f8b08e1b82,ok
survey-demo,B0060,customer-0030,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,onboarding,Comentário inteiramente sintético.,event-B0060-v1,570d6ea46d9619c4703141f132164a6f0cba359c9da0c002c1bc63ebf13193e0,has_rejected_history
survey-demo,B0061,customer-0030,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,service,Comentário inteiramente sintético.,event-B0061-v1,df72b93125c91377edd6b5dcb828fc3e478f12631080d42737e533429df3c44c,ok
survey-demo,B0062,customer-0031,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,support,Comentário inteiramente sintético.,event-B0062-v1,02883fb9f770b4d0a1c16d1a3ab6566a31b7318607a68ed1f027eafbed35fff5,ok
survey-demo,B0063,customer-0031,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,renewal,Comentário inteiramente sintético.,event-B0063-v1,6ea1038822267c247be0f17cba434530c9f7e5ac2e12f7509e5e0046fe97da20,ok
survey-demo,B0064,customer-0032,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,onboarding,Comentário inteiramente sintético.,event-B0064-v2,4f594a442f449c822b7f3622f41b45fd27caf1af630b23c525005dd19c331971,ok
survey-demo,B0065,customer-0032,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,7,service,Comentário inteiramente sintético.,event-B0065-v1,a1cc70541c046a6051a097888fd98e4dfd9f9541e14a9c22ee7c22e87714d7d4,ok
survey-demo,B0066,customer-0033,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,3,support,Comentário inteiramente sintético.,event-B0066-v1,43c5aa8d6919fcf6e1882d7692167b7ae189f075c3666ece674a301442715229,ok
survey-demo,B0067,customer-0033,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0067-v1,63f5886966e892a43b85a498a5b5dee8b3337403dec61bbc14e970628fd503b7,ok
survey-demo,B0068,customer-0034,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,4,onboarding,Comentário inteiramente sintético.,event-B0068-v1,d33ecaf19cf4fd213cbda592644d6298162d6f0a0bf8dc2132bdee37aa165a4b,ok
survey-demo,B0069,customer-0034,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,service,Comentário inteiramente sintético.,event-B0069-v1,adec7508777b1003764f68908e479a1945d523a7776b60b64b21ce1d10669971,ok
survey-demo,B0070,customer-0035,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,support,Comentário inteiramente sintético.,event-B0070-v1,674cb5b281f2031facf51d63ac7c3a621c08d8e1ec963e71b35cc0c14b55e812,ok
survey-demo,B0071,customer-0035,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,renewal,Comentário inteiramente sintético.,event-B0071-v1,c75934cb7e487617fa65ca0a6abd2538b724b3fd1a7b33396da2b7b61e6378b2,ok
survey-demo,B0072,customer-0036,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,4,onboarding,Comentário inteiramente sintético.,event-B0072-v2,9725822bd646372b7b7e0a9ef444f1c0df55b7fea93850e749963b2b43719e1e,ok
survey-demo,B0073,customer-0036,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,service,Comentário inteiramente sintético.,event-B0073-v1,25882b25b24ec463d100a97af12e707a22ac76f5741f08ec81382213fd2272fe,ok
survey-demo,B0074,customer-0037,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,0,support,Comentário inteiramente sintético.,event-B0074-v1,6ba2bfdadd225480a5322f4765eebf4daf91712d3db8af5b6280ea092f487604,ok
survey-demo,B0075,customer-0037,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,renewal,Comentário inteiramente sintético.,event-B0075-v1,91ef8e24f6e8ae01a10bd21c976ca41c7efc6835c3ca531fd817b52aefdaa19a,ok
survey-demo,B0076,customer-0038,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,5,onboarding,Comentário inteiramente sintético.,event-B0076-v1,9a7e6491f7f3a32825868701cba22bbd9039cdb427e5efc710a6fc3749233829,ok
survey-demo,B0077,customer-0038,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,9,service,Comentário inteiramente sintético.,event-B0077-v1,052495a7f063156a99a0e2ceb2a089ec76286a832ecd2640f1762bc79e1acb9c,ok
survey-demo,B0078,customer-0039,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,support,Comentário inteiramente sintético.,event-B0078-v1,081ebf406151e07f5af44921f807685fbfc61defcc8b09a76dbddb07ba991c38,ok
survey-demo,B0079,customer-0039,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,8,renewal,Comentário inteiramente sintético.,event-B0079-v1,a6305e912081bab906121e56b2769102058d4beb57582b1f7e95c4e4475f4f8a,ok
survey-demo,B0080,customer-0040,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,1,onboarding,Comentário inteiramente sintético.,event-B0080-v2,41b62c8daba631c2889dfd72e6f27006b9dfb3239f528ec84050ffb046b19a30,ok
survey-demo,B0081,customer-0040,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,service,Comentário inteiramente sintético.,event-B0081-v1,4778b32ec2c0897c821e1b293ff950ff78f2065cbd15a45000e0832110efb631,ok
survey-demo,B0082,customer-0041,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,support,Comentário inteiramente sintético.,event-B0082-v1,546b4e0ae500ffbed1bf1861f60acb6d427ea7999633aaf627769a5faa71b6f9,ok
survey-demo,B0083,customer-0041,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,6,renewal,Comentário inteiramente sintético.,event-B0083-v1,000858f5e036ff19b103c06e02cdf0965c550e826022c459fdc08fea5634ff61,ok
survey-demo,B0084,customer-0042,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,1,onboarding,Comentário inteiramente sintético.,event-B0084-v1,3c476ecb4914691a2a480b62ea44753f8c7ec58d2930174f074de5858e5a413a,ok
survey-demo,B0085,customer-0042,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,service,Comentário inteiramente sintético.,event-B0085-v1,1b75f6e80e7c12d2ae1760574b898db6e495efc7a4311d1ba8153d4ef1118881,ok
survey-demo,B0086,customer-0043,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,2,support,Comentário inteiramente sintético.,event-B0086-v1,e3c79dfd1e4ffa429b41ce42ebe3f2295a3e0dfaf666b80490f66613339e044d,ok
survey-demo,B0087,customer-0043,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,2,renewal,Comentário inteiramente sintético.,event-B0087-v1,562d040b4f81c4b641bec8cee77535df17bf577caf467c1cdc370d7ae1cf76bb,ok
survey-demo,B0088,customer-0044,2,2026-08-03T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,onboarding,Comentário inteiramente sintético.,event-B0088-v2,0be0983e4d472a3fbc92db3a6b69a6b411e38bcedbf799e32d48a17f4feeddac,ok
survey-demo,B0089,customer-0044,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,10,service,Comentário inteiramente sintético.,event-B0089-v1,9dca2dd1421ba9d6c9500b5e2b318893eddc630ad2c8296c6bb20aaa8778c5a0,ok
survey-demo,B0090,customer-0045,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,CSAT,5,support,Comentário inteiramente sintético.,event-B0090-v1,2bbbc4ba59ea2446b21c16389781b08a9ec7e6efad693d319b0ce51b94c1dba4,ok
survey-demo,B0091,customer-0045,1,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,2026-08-01T12:00:00.000000Z,NPS,3,renewal,Comentário inteiramente sintético.,event-B0091-v1,e97ced1358520c2ff992de3c65d6a8bf30cb77b168eabb278ac9a5f6ea9d5add,ok
