receipt_id,status,reason
receipt-000273,repeated_snapshot,same_business_content
receipt-000274,selected_current,source_version_order
receipt-000275,superseded_version,source_version_order
receipt-000276,selected_current,source_version_order
receipt-000277,selected_current,source_version_order
receipt-000278,selected_current,source_version_order
receipt-000279,selected_current,source_version_order
receipt-000280,selected_current,source_version_order
receipt-000281,selected_current,source_version_order
receipt-000282,selected_current,source_version_order
receipt-000283,selected_current,source_version_order
receipt-000284,superseded_version,source_version_order
receipt-000285,selected_current,source_version_order
receipt-000286,repeated_snapshot,same_business_content
receipt-000287,selected_current,source_version_order
receipt-000288,selected_current,source_version_order
receipt-000289,selected_current,source_version_order
receipt-000290,selected_current,source_version_order
receipt-000291,selected_current,source_version_order
receipt-000292,selected_current,source_version_order
receipt-000293,selected_current,source_version_order
receipt-000294,superseded_version,source_version_order
receipt-000295,selected_current,source_version_order
receipt-000296,selected_current,source_version_order
receipt-000297,selected_current,source_version_order
receipt-000298,repeated_snapshot,same_business_content
receipt-000299,selected_current,source_version_order
receipt-000300,selected_current,source_version_order
receipt-000301,selected_current,source_version_order
receipt-000302,selected_current,source_version_order
receipt-000303,selected_current,source_version_order
receipt-000304,superseded_version,source_version_order
receipt-000305,selected_current,source_version_order
receipt-000306,selected_current,source_version_order
receipt-000307,selected_current,source_version_order
receipt-000308,selected_current,source_version_order
receipt-000309,selected_current,source_version_order
receipt-000310,repeated_snapshot,same_business_content
receipt-000311,selected_current,source_version_order
receipt-000312,selected_current,source_version_order
receipt-000313,selected_current,source_version_order
receipt-000314,superseded_version,source_version_order
receipt-000315,selected_current,source_version_order
receipt-000316,selected_current,source_version_order
receipt-000317,selected_current,source_version_order
receipt-000318,selected_current,source_version_order
receipt-000319,selected_current,source_version_order
receipt-000320,selected_current,source_version_order
receipt-000321,selected_current,source_version_order
receipt-000322,repeated_snapshot,same_business_content
receipt-000323,selected_current,source_version_order
receipt-000324,superseded_version,source_version_order
receipt-000325,selected_current,source_version_order
receipt-000326,selected_current,source_version_order
receipt-000327,selected_current,source_version_order
receipt-000328,selected_current,source_version_order
receipt-000329,selected_current,source_version_order
receipt-000330,selected_current,source_version_order
receipt-000331,selected_current,source_version_order
receipt-000332,selected_current,source_version_order
receipt-000333,superseded_version,source_version_order
receipt-000334,selected_current,source_version_order
receipt-000335,repeated_snapshot,same_business_content
receipt-000336,quarantined,score_out_of_range
receipt-000337,selected_current,source_version_order
receipt-000338,selected_current,source_version_order
receipt-000339,selected_current,source_version_order
receipt-000340,selected_current,source_version_order
receipt-000341,selected_current,source_version_order
receipt-000342,selected_current,source_version_order
receipt-000343,selected_current,source_version_order
receipt-000344,superseded_version,source_version_order
receipt-000345,selected_current,source_version_order
receipt-000346,selected_current,source_version_order
receipt-000347,selected_current,source_version_order
receipt-000348,repeated_snapshot,same_business_content
receipt-000349,selected_current,source_version_order
receipt-000350,selected_current,source_version_order
receipt-000351,selected_current,source_version_order
receipt-000352,selected_current,source_version_order
receipt-000353,selected_current,source_version_order
receipt-000354,superseded_version,source_version_order
receipt-000355,selected_current,source_version_order
receipt-000356,selected_current,source_version_order
receipt-000357,selected_current,source_version_order
receipt-000358,selected_current,source_version_order
receipt-000359,selected_current,source_version_order
receipt-000360,repeated_snapshot,same_business_content
receipt-000361,selected_current,source_version_order
receipt-000362,selected_current,source_version_order
receipt-000363,selected_current,source_version_order
receipt-000364,superseded_version,source_version_order
receipt-000365,selected_current,source_version_order
receipt-000366,selected_current,source_version_order
receipt-000367,selected_current,source_version_order
receipt-000368,selected_current,source_version_order
receipt-000369,selected_current,source_version_order
receipt-000370,selected_current,source_version_order
receipt-000371,selected_current,source_version_order
receipt-000372,repeated_snapshot,same_business_content
receipt-000373,selected_current,source_version_order
receipt-000374,superseded_version,source_version_order
receipt-000375,selected_current,source_version_order
receipt-000376,selected_current,source_version_order
receipt-000377,selected_current,source_version_order
receipt-000378,selected_current,source_version_order
receipt-000379,selected_current,source_version_order
receipt-000380,selected_current,source_version_order
receipt-000381,selected_current,source_version_order
receipt-000382,selected_current,source_version_order
receipt-000383,superseded_version,source_version_order
receipt-000384,selected_current,source_version_order
receipt-000385,repeated_snapshot,same_business_content
receipt-000386,selected_current,source_version_order
receipt-000387,selected_current,source_version_order
receipt-000388,selected_current,source_version_order
receipt-000389,selected_current,source_version_order
receipt-000390,selected_current,source_version_order
receipt-000391,selected_current,source_version_order
receipt-000392,selected_current,source_version_order
receipt-000393,superseded_version,source_version_order
receipt-000394,selected_current,source_version_order
receipt-000395,selected_current,source_version_order
receipt-000396,selected_current,source_version_order
receipt-000397,repeated_snapshot,same_business_content
receipt-000398,selected_current,source_version_order
receipt-000399,selected_current,source_version_order
receipt-000400,selected_current,source_version_order
receipt-000401,selected_current,source_version_order
receipt-000402,selected_current,source_version_order
receipt-000403,superseded_version,source_version_order
receipt-000404,selected_current,source_version_order
receipt-000405,selected_current,source_version_order
receipt-000406,selected_current,source_version_order
receipt-000407,selected_current,source_version_order
receipt-000408,selected_current,source_version_order
receipt-000409,repeated_snapshot,same_business_content
receipt-000410,quarantined,score_out_of_range
receipt-000411,selected_current,source_version_order
receipt-000412,selected_current,source_version_order
receipt-000413,selected_current,source_version_order
receipt-000414,superseded_version,source_version_order
receipt-000415,selected_current,source_version_order
receipt-000416,selected_current,source_version_order
receipt-000417,selected_current,source_version_order
receipt-000418,selected_current,source_version_order
receipt-000419,selected_current,source_version_order
receipt-000420,selected_current,source_version_order
receipt-000421,selected_current,source_version_order
receipt-000422,repeated_snapshot,same_business_content
receipt-000423,selected_current,source_version_order
receipt-000424,superseded_version,source_version_order
receipt-000425,selected_current,source_version_order
receipt-000426,selected_current,source_version_order
receipt-000427,selected_current,source_version_order
receipt-000428,selected_current,source_version_order
receipt-000429,selected_current,source_version_order
receipt-000430,selected_current,source_version_order
receipt-000431,selected_current,source_version_order
receipt-000432,selected_current,source_version_order
receipt-000433,superseded_version,source_version_order
receipt-000434,selected_current,source_version_order
receipt-000435,repeated_snapshot,same_business_content
receipt-000436,selected_current,source_version_order
receipt-000437,selected_current,source_version_order
receipt-000438,selected_current,source_version_order
receipt-000439,selected_current,source_version_order
receipt-000440,selected_current,source_version_order
receipt-000441,selected_current,source_version_order
receipt-000442,selected_current,source_version_order
receipt-000443,superseded_version,source_version_order
receipt-000444,selected_current,source_version_order
receipt-000445,selected_current,source_version_order
receipt-000446,selected_current,source_version_order
receipt-000447,repeated_snapshot,same_business_content
receipt-000448,selected_current,source_version_order
receipt-000449,selected_current,source_version_order
receipt-000450,selected_current,source_version_order
receipt-000451,selected_current,source_version_order
receipt-000452,selected_current,source_version_order
receipt-000453,superseded_version,source_version_order
receipt-000454,selected_current,source_version_order
receipt-000455,selected_current,source_version_order
receipt-000456,selected_current,source_version_order
receipt-000457,selected_current,source_version_order
receipt-000458,selected_current,source_version_order
receipt-000459,repeated_snapshot,same_business_content
receipt-000460,selected_current,source_version_order
receipt-000461,selected_current,source_version_order
receipt-000462,selected_current,source_version_order
receipt-000463,superseded_version,source_version_order
receipt-000464,selected_current,source_version_order
receipt-000465,selected_current,source_version_order
receipt-000466,selected_current,source_version_order
receipt-000467,selected_current,source_version_order
receipt-000468,selected_current,source_version_order
receipt-000469,selected_current,source_version_order
receipt-000470,selected_current,source_version_order
receipt-000471,repeated_snapshot,same_business_content
receipt-000472,selected_current,source_version_order
receipt-000473,superseded_version,source_version_order
receipt-000474,selected_current,source_version_order
receipt-000475,selected_current,source_version_order
receipt-000476,selected_current,source_version_order
receipt-000477,selected_current,source_version_order
receipt-000478,selected_current,source_version_order
receipt-000479,selected_current,source_version_order
receipt-000480,selected_current,source_version_order
receipt-000481,selected_current,source_version_order
receipt-000482,superseded_version,source_version_order
receipt-000483,selected_current,source_version_order
receipt-000484,repeated_snapshot,same_business_content
receipt-000485,quarantined,score_out_of_range
receipt-000486,selected_current,source_version_order
receipt-000487,selected_current,source_version_order
receipt-000488,selected_current,source_version_order
receipt-000489,selected_current,source_version_order
receipt-000490,selected_current,source_version_order
receipt-000491,selected_current,source_version_order
receipt-000492,selected_current,source_version_order
receipt-000493,superseded_version,source_version_order
receipt-000494,selected_current,source_version_order
receipt-000495,selected_current,source_version_order
receipt-000496,selected_current,source_version_order
receipt-000497,repeated_snapshot,same_business_content
receipt-000498,selected_current,source_version_order
receipt-000499,selected_current,source_version_order
receipt-000500,selected_current,source_version_order
receipt-000501,selected_current,source_version_order
receipt-000502,selected_current,source_version_order
receipt-000503,superseded_version,source_version_order
receipt-000504,selected_current,source_version_order
receipt-000505,selected_current,source_version_order
receipt-000506,selected_current,source_version_order
receipt-000507,selected_current,source_version_order
receipt-000508,selected_current,source_version_order
receipt-000509,repeated_snapshot,same_business_content
receipt-000510,selected_current,source_version_order
receipt-000511,selected_current,source_version_order
receipt-000512,selected_current,source_version_order
receipt-000513,superseded_version,source_version_order
receipt-000514,selected_current,source_version_order
receipt-000515,selected_current,source_version_order
receipt-000516,selected_current,source_version_order
receipt-000517,selected_current,source_version_order
receipt-000518,selected_current,source_version_order
receipt-000519,selected_current,source_version_order
receipt-000520,selected_current,source_version_order
receipt-000521,repeated_snapshot,same_business_content
receipt-000522,selected_current,source_version_order
receipt-000523,superseded_version,source_version_order
receipt-000524,selected_current,source_version_order
receipt-000525,selected_current,source_version_order
receipt-000526,selected_current,source_version_order
receipt-000527,selected_current,source_version_order
receipt-000528,selected_current,source_version_order
receipt-000529,selected_current,source_version_order
receipt-000530,selected_current,source_version_order
receipt-000531,selected_current,source_version_order
receipt-000532,superseded_version,source_version_order
receipt-000533,selected_current,source_version_order
receipt-000534,repeated_snapshot,same_business_content
receipt-000535,selected_current,source_version_order
receipt-000536,selected_current,source_version_order
receipt-000537,selected_current,source_version_order
receipt-000538,selected_current,source_version_order
receipt-000539,selected_current,source_version_order
receipt-000540,selected_current,source_version_order
receipt-000541,selected_current,source_version_order
receipt-000542,superseded_version,source_version_order
receipt-000543,selected_current,source_version_order
receipt-000544,selected_current,source_version_order
receipt-000545,selected_current,source_version_order
receipt-000546,repeated_snapshot,same_business_content
receipt-000547,selected_current,source_version_order
receipt-000548,selected_current,source_version_order
receipt-000549,selected_current,source_version_order
receipt-000550,selected_current,source_version_order
receipt-000551,selected_current,source_version_order
receipt-000552,superseded_version,source_version_order
receipt-000553,selected_current,source_version_order
receipt-000554,selected_current,source_version_order
receipt-000555,selected_current,source_version_order
receipt-000556,selected_current,source_version_order
receipt-000557,selected_current,source_version_order
receipt-000558,repeated_snapshot,same_business_content
receipt-000559,quarantined,score_out_of_range
receipt-000560,selected_current,source_version_order
receipt-000561,selected_current,source_version_order
receipt-000562,selected_current,source_version_order
receipt-000563,superseded_version,source_version_order
receipt-000564,selected_current,source_version_order
receipt-000565,selected_current,source_version_order
receipt-000566,selected_current,source_version_order
receipt-000567,selected_current,source_version_order
receipt-000568,selected_current,source_version_order
receipt-000569,selected_current,source_version_order
receipt-000570,selected_current,source_version_order
receipt-000571,repeated_snapshot,same_business_content
receipt-000572,selected_current,source_version_order
receipt-000573,superseded_version,source_version_order
receipt-000574,selected_current,source_version_order
receipt-000575,selected_current,source_version_order
receipt-000576,selected_current,source_version_order
receipt-000577,selected_current,source_version_order
receipt-000578,selected_current,source_version_order
receipt-000579,selected_current,source_version_order
receipt-000580,selected_current,source_version_order
receipt-000581,selected_current,source_version_order
receipt-000582,superseded_version,source_version_order
receipt-000583,selected_current,source_version_order
receipt-000584,repeated_snapshot,same_business_content
receipt-000585,selected_current,source_version_order
receipt-000586,selected_current,source_version_order
receipt-000587,selected_current,source_version_order
receipt-000588,selected_current,source_version_order
receipt-000589,selected_current,source_version_order
receipt-000590,selected_current,source_version_order
receipt-000591,selected_current,source_version_order
receipt-000592,superseded_version,source_version_order
receipt-000593,selected_current,source_version_order
receipt-000594,selected_current,source_version_order
receipt-000595,selected_current,source_version_order
receipt-000596,repeated_snapshot,same_business_content
receipt-000597,selected_current,source_version_order
receipt-000598,selected_current,source_version_order
receipt-000599,selected_current,source_version_order
receipt-000600,selected_current,source_version_order
receipt-000601,selected_current,source_version_order
receipt-000602,superseded_version,source_version_order
receipt-000603,selected_current,source_version_order
receipt-000604,selected_current,source_version_order
receipt-000605,selected_current,source_version_order
receipt-000606,selected_current,source_version_order
receipt-000607,selected_current,source_version_order
receipt-000608,repeated_snapshot,same_business_content
receipt-000609,selected_current,source_version_order
receipt-000610,selected_current,source_version_order
receipt-000611,selected_current,source_version_order
receipt-000612,superseded_version,source_version_order
receipt-000613,selected_current,source_version_order
receipt-000614,selected_current,source_version_order
receipt-000615,selected_current,source_version_order
receipt-000616,selected_current,source_version_order
receipt-000617,selected_current,source_version_order
receipt-000618,selected_current,source_version_order
receipt-000619,selected_current,source_version_order
receipt-000620,repeated_snapshot,same_business_content
receipt-000621,selected_current,source_version_order
receipt-000622,superseded_version,source_version_order
receipt-000623,selected_current,source_version_order
receipt-000624,selected_current,source_version_order
receipt-000625,selected_current,source_version_order
receipt-000626,selected_current,source_version_order
receipt-000627,selected_current,source_version_order
receipt-000628,selected_current,source_version_order
receipt-000629,selected_current,source_version_order
receipt-000630,selected_current,source_version_order
receipt-000631,superseded_version,source_version_order
receipt-000632,selected_current,source_version_order
receipt-000633,repeated_snapshot,same_business_content
receipt-000634,quarantined,score_out_of_range
receipt-000635,selected_current,source_version_order
receipt-000636,selected_current,source_version_order
receipt-000637,selected_current,source_version_order
receipt-000638,selected_current,source_version_order
receipt-000639,selected_current,source_version_order
receipt-000640,selected_current,source_version_order
receipt-000641,selected_current,source_version_order
receipt-000642,superseded_version,source_version_order
receipt-000643,selected_current,source_version_order
receipt-000644,selected_current,source_version_order
receipt-000645,selected_current,source_version_order
receipt-000646,repeated_snapshot,same_business_content
receipt-000647,selected_current,source_version_order
receipt-000648,selected_current,source_version_order
receipt-000649,selected_current,source_version_order
receipt-000650,selected_current,source_version_order
receipt-000651,selected_current,source_version_order
receipt-000652,superseded_version,source_version_order
receipt-000653,selected_current,source_version_order
receipt-000654,selected_current,source_version_order
receipt-000655,selected_current,source_version_order
receipt-000656,selected_current,source_version_order
receipt-000657,selected_current,source_version_order
receipt-000658,repeated_snapshot,same_business_content
receipt-000659,selected_current,source_version_order
receipt-000660,selected_current,source_version_order
receipt-000661,selected_current,source_version_order
receipt-000662,superseded_version,source_version_order
receipt-000663,selected_current,source_version_order
receipt-000664,selected_current,source_version_order
receipt-000665,selected_current,source_version_order
receipt-000666,selected_current,source_version_order
receipt-000667,selected_current,source_version_order
receipt-000668,selected_current,source_version_order
receipt-000669,selected_current,source_version_order
receipt-000670,repeated_snapshot,same_business_content
receipt-000671,selected_current,source_version_order
receipt-000672,superseded_version,source_version_order
receipt-000673,selected_current,source_version_order
receipt-000674,selected_current,source_version_order
receipt-000675,selected_current,source_version_order
receipt-000676,selected_current,source_version_order
receipt-000677,selected_current,source_version_order
receipt-000678,selected_current,source_version_order
receipt-000679,selected_current,source_version_order
receipt-000680,selected_current,source_version_order
receipt-000681,superseded_version,source_version_order
receipt-000682,selected_current,source_version_order
receipt-000683,repeated_snapshot,same_business_content
receipt-000684,selected_current,source_version_order
receipt-000685,selected_current,source_version_order
receipt-000686,selected_current,source_version_order
receipt-000687,selected_current,source_version_order
receipt-000688,selected_current,source_version_order
receipt-000689,selected_current,source_version_order
receipt-000690,selected_current,source_version_order
receipt-000691,superseded_version,source_version_order
receipt-000692,selected_current,source_version_order
receipt-000693,selected_current,source_version_order
receipt-000694,selected_current,source_version_order
receipt-000695,repeated_snapshot,same_business_content
receipt-000696,selected_current,source_version_order
receipt-000697,selected_current,source_version_order
receipt-000698,selected_current,source_version_order
receipt-000699,selected_current,source_version_order
receipt-000700,selected_current,source_version_order
receipt-000701,superseded_version,source_version_order
receipt-000702,selected_current,source_version_order
receipt-000703,selected_current,source_version_order
receipt-000704,selected_current,source_version_order
receipt-000705,selected_current,source_version_order
receipt-000706,selected_current,source_version_order
receipt-000707,repeated_snapshot,same_business_content
receipt-000708,quarantined,score_out_of_range
receipt-000709,selected_current,source_version_order
receipt-000710,selected_current,source_version_order
receipt-000711,selected_current,source_version_order
receipt-000712,superseded_version,source_version_order
receipt-000713,selected_current,source_version_order
receipt-000714,selected_current,source_version_order
receipt-000715,selected_current,source_version_order
receipt-000716,selected_current,source_version_order
receipt-000717,selected_current,source_version_order
receipt-000718,selected_current,source_version_order
receipt-000719,selected_current,source_version_order
receipt-000720,repeated_snapshot,same_business_content
receipt-000721,selected_current,source_version_order
receipt-000722,superseded_version,source_version_order
receipt-000723,selected_current,source_version_order
receipt-000724,selected_current,source_version_order
receipt-000725,selected_current,source_version_order
receipt-000726,selected_current,source_version_order
receipt-000727,selected_current,source_version_order
receipt-000728,selected_current,source_version_order
receipt-000729,selected_current,source_version_order
receipt-000730,selected_current,source_version_order
receipt-000731,superseded_version,source_version_order
receipt-000732,selected_current,source_version_order
receipt-000733,repeated_snapshot,same_business_content
receipt-000734,selected_current,source_version_order
receipt-000735,selected_current,source_version_order
receipt-000736,selected_current,source_version_order
receipt-000737,selected_current,source_version_order
receipt-000738,selected_current,source_version_order
receipt-000739,selected_current,source_version_order
receipt-000740,selected_current,source_version_order
receipt-000741,superseded_version,source_version_order
receipt-000742,selected_current,source_version_order
receipt-000743,selected_current,source_version_order
receipt-000744,selected_current,source_version_order
receipt-000745,repeated_snapshot,same_business_content
receipt-000746,selected_current,source_version_order
receipt-000747,selected_current,source_version_order
receipt-000748,selected_current,source_version_order
receipt-000749,selected_current,source_version_order
receipt-000750,selected_current,source_version_order
receipt-000751,superseded_version,source_version_order
receipt-000752,selected_current,source_version_order
receipt-000753,selected_current,source_version_order
receipt-000754,selected_current,source_version_order
